"age" "height" "weight" "pulse" "drink" "edu" "fitbit" "bike" "eval" "coach" "lost"
28 71 230 60 y y n n y n n
34 67 169 59 n n n n n n n
23 69 215 70 y y y y n n n
37 71 181 60 n n y n n n y
51 72 186 50 y y n n n n n
43 68 136 69 y y n n y n y
31 72 225 57 y n y y y y n
39 65 153 71 y y n n n n n
53 73 159 66 n y n y n n n
39 72 235 54 y y n y y y y
45 69 210 50 y y n n n n n
45 69 179 77 y n y n n n y
44 68 210 54 y y n n y n n
50 71 180 66 y y n y n n n
44 70 219 53 n y n n n y n
44 72 227 55 y y y n n y n
54 60 125 72 n y y n y n y
55 64 161 50 n y n n n y n
37 67 171 69 y y y n y n y
39 59 134 53 n y n y n y n
57 67 192 45 n n y n n y n
50 70 195 50 y n n n n n n
42 60 132 63 n n y n n n y
44 69 182 51 y n y n y n n
52 69 199 66 y n n n n n n
30 63 123 48 n y n n n y y
45 69 174 55 n y n n n n n
41 65 165 36 y y n y n n y
37 67 154 53 y y n n n n n
34 70 183 71 n y y n n n y
53 72 222 63 y y n n n n y
52 73 253 58 y y n n n n n
53 71 188 53 n y y n n n n
47 71 220 47 y y y n n n n
50 63 181 67 y y n y n n n
44 74 192 67 y y n n y y y
53 65 175 50 y y n n n n n
42 64 182 61 y y n y y n y
37 67 161 73 y n n y n n n
63 67 172 46 y y y y n n y
27 70 230 70 y y n n y n n
45 68 183 45 n y y y y n y
46 67 197 79 n y n y n n n
30 66 204 53 y n n n n y y
35 76 274 76 n n y n y y n
38 68 217 45 y y y y n n n
45 63 166 51 n y n n n y y
60 73 166 50 n y n n y n y
38 71 184 65 n y n y n y n
50 68 209 69 n y y y y n y
58 69 133 62 n y y y n n n
32 65 161 61 n y y y y n y
47 73 223 46 y y n y n n y
55 68 138 48 y y n n n y n
41 66 197 64 y y y n n n n
51 68 164 47 y n n n n n y
57 69 208 69 n y n n y n y
41 65 131 73 y n n y n n n
47 74 193 45 n y n n n y n
47 66 186 46 n n n n y n n
53 68 137 57 y y y y n y n
45 70 224 76 y y n y y y y
45 69 176 70 n n n n n n n
51 71 167 62 y n n n y y n
52 62 130 65 n n n n n n n
42 64 140 75 y y y y n n y
41 74 197 59 y y y n n n n
51 65 153 63 n y n n n n y
43 73 195 69 n y y n n y n
42 67 200 49 n n n n y y y
47 68 183 76 y y n n y y n
53 66 204 45 y y n n n n n
39 68 171 71 y y n n n y n
36 63 156 75 y n n n n y n
50 65 156 72 y y y n n n y
55 66 139 66 y n n n n n n
37 68 146 57 y n n n y n n
42 72 220 55 y y n n y n y
47 69 207 72 y y n n n n n
45 66 150 44 y y n y y n y
51 68 165 68 n y n n n n n
48 65 120 62 n y y y n n n
47 65 124 54 n y y y n n y
52 64 140 60 n y y n n y n
37 66 167 70 y n n n n n y
50 71 221 58 n y y n n n n
58 65 144 52 y y n y n n y
59 67 190 51 n y n y n n y
43 65 150 75 y y n n n n n
63 67 129 64 y y y n y y y
59 61 155 70 n y n n y n n
44 68 213 62 y y n n n y y
45 65 158 77 n y y y y n y
47 68 177 69 n y y y y n y
53 68 211 66 y n n n n n n
45 68 177 59 y y n y n n y
60 68 201 74 y n y n n n n
40 68 150 56 y n n y y y n
38 69 151 55 n n n n n y n
45 65 196 65 n y n y y y y
42 71 174 57 y n n y n n y
55 61 128 54 y y n y n n y
34 61 138 62 y y n n n y n
43 63 178 58 y y y n n n y
44 70 172 59 n y y n n y n
50 62 115 57 y y n y n y n
35 75 188 60 y y n n n y n
26 67 164 53 n n n y n y y
34 68 182 79 y n y n y n n
60 75 177 52 n y y n n n n
51 72 240 57 y y n n n n n
46 60 138 53 y y n n n n n
46 71 230 54 n y n n n y y
41 68 203 58 y y n n y y n
40 75 242 43 n n n n n y n
47 67 185 44 y y n n n n n
41 72 224 51 n n n n n n n
31 66 165 61 n y n n n n n
46 68 193 74 n y n n y n y
45 68 194 61 y y n n n n n
54 70 183 76 n n y y n y y
48 61 130 67 n n n n n n n
49 65 194 54 n n n n n n n
45 73 225 36 n y n y n y y
53 66 190 73 y n n n y n y
62 66 167 57 y y n y n n n
40 68 178 79 n n n n n n n
65 71 183 51 n y n n n y y
59 64 189 66 n y y n n n n
39 71 175 65 n y y y n y n
48 68 185 61 y y y n n y n
44 77 274 48 y y n n y y y
35 67 170 46 n n y n n n n
50 63 181 49 n n n n n n n
44 69 167 50 y y y n n n n
28 62 112 62 y y n y y n n
42 72 191 70 n y n n n n n
52 69 218 53 y y n n y n n
32 66 150 58 n y n n n y y
55 65 147 42 y y n n y n n
45 69 188 72 n y y n n y y
54 72 155 76 y y y n n n y
32 68 167 58 n n y y n n y
42 67 165 56 y n n y y n y
50 71 193 79 n y n n n n n
43 69 186 60 n y n y n n n
43 69 171 57 n y n y n y n
50 63 145 75 n y n y n n n
50 69 172 67 n y n y y y n
51 68 204 63 n y n n y n y
51 69 177 49 y y y n n n n
42 70 179 66 y y n n n n n
45 66 154 52 n n n y n n y
51 68 212 55 y y n y n n y
40 64 140 70 y y y n n n y
52 68 127 67 y y n n y n n
41 74 255 73 y n n n n n y
32 70 186 51 n y y y n n y
46 72 245 58 n n n n n y y
40 64 162 64 y n y n n n y
45 67 142 73 y y n n y n y
46 64 170 73 n n n y n n n
39 61 139 51 n y n y y n y
54 70 174 43 n y n y y y y
46 68 208 57 y y n y n y y
35 70 208 43 y y y n n y y
47 74 210 52 y y n y n n n
58 63 168 74 y n n n n n n
51 71 220 63 y y y n n n y
51 69 220 56 n y n y n n y
39 70 170 78 n y n n n n n
49 68 177 69 n n y n n n n
47 70 214 75 n n n y n n y
55 73 193 74 y y y n n n y
40 77 228 53 n n y y n n n
52 62 179 54 y y n n n n n
46 65 188 74 n y n n y n y
51 66 159 52 y y n y n y y
45 64 160 64 n y y n n n n
45 71 227 61 y y n n y n n
47 74 255 64 y n y n y n n
52 68 218 50 y n n y n y y
58 67 207 64 n y n n y n y
36 63 164 47 n y y y n n n
47 65 177 48 n y n n n n n
55 56 119 65 y y y n n n y
41 68 174 53 n y n n n n n
47 69 223 50 y n n y n n n
45 67 167 55 y y n n n n n
45 67 147 56 y n n n n y n
44 69 182 71 n n n n n n y
51 72 202 52 y y n y n y n
40 66 181 68 n y n n y n y
38 74 213 71 n y n n y n n
54 68 207 52 y n n y n n n
45 66 180 54 n y n n n n n
44 70 212 61 n y y n y n y
33 69 221 77 n y y y y n n
43 68 173 68 y y y y n n y
45 69 174 46 y y n n n n n
56 66 193 69 n y n y n n n
45 67 185 50 y y n n y n n
52 65 117 60 n y n y y n n
38 68 197 57 y n y n n y n
60 71 148 63 n y n n n n n
38 68 206 58 y y n n n n n
52 69 225 47 y y n n n n n
44 68 126 74 n y y n n n y
57 68 164 71 n n n n n n n
38 65 190 65 n n n n y n y
58 70 207 60 y y n n n y n
46 69 203 58 n y n n n n n
54 72 191 55 y y n n n n n
52 66 202 68 y n n n n n n
47 67 125 73 n y n n n n n
49 69 187 61 y y n n n n n
48 71 210 47 y n n n n y y
40 63 182 55 n y y y n n y
45 70 204 68 y y y n n n n
40 68 210 72 n n y n y n y
46 68 196 70 n y n y n n n
58 67 127 53 n y y n n n n
44 72 183 76 n y y n n n y
37 67 169 65 y y y n n y y
42 65 153 65 n n n y n n y
45 68 167 68 y n n n y n n
48 67 169 65 y y n y y y n
57 72 244 69 y y n y y y y
47 67 162 50 n y n y y n y
63 68 204 63 n y y n y n n
49 71 184 70 n y y n n n y
51 66 154 50 n n n y n n n
33 67 187 61 y n n y y n n
45 61 165 49 y y n n n y n
42 63 145 51 y n n y n n y
47 70 225 58 n y n y n n n
57 57 123 57 y y y n n y n
47 68 198 70 n n n n y y y
37 66 129 57 y y n n n y n
45 68 206 70 y y n n n n n
38 76 227 70 n n n n n n n
39 68 215 52 n y n n n n n
50 70 186 50 y y n y n n y
47 66 158 78 y y y y n n y
45 65 148 53 y n n y n y y
38 68 177 51 y y y n n n n
40 71 177 53 n y n n n y n
52 65 197 73 n y n n n n n
54 74 232 53 y n y n y y y
30 70 231 74 n y n n y y y
43 63 144 70 n n y n n y n
55 68 171 60 y n n n n n n
44 63 108 60 n y y n y y n
50 69 188 72 n y n n n n n
45 69 221 64 n y n y n y n
41 73 155 61 y y n y n n n
40 63 167 63 y y y n y n y
45 67 208 59 y y y n n n n
51 68 176 41 y y n y n n y
38 66 186 77 n y n n n n n
36 64 170 72 n y n n y n y
48 64 161 48 y n n n n y n
42 68 177 69 n y y y n n y
45 68 134 43 n n n n n n n
42 67 204 50 y n y n n n n
51 66 169 56 y n n y n n y
35 66 159 76 n y n n n n n
48 68 135 52 y y n y n y y
29 68 197 51 n n n n n n n
40 72 221 56 n y n y y n n
50 66 154 71 n y n n y n y
45 73 239 67 y n n n y n n
52 75 203 71 n y n n n y n
54 72 166 78 y y y n y n y
50 68 168 53 y y n y n y y
26 69 208 43 y y n y n y y
47 68 192 85 n n y n n n n
45 63 109 66 n n n n n y n
52 68 193 53 n y n y n y n
47 77 252 59 y y y y n n n
45 68 146 73 n n n y y n n
45 64 140 68 y n y n n n y
46 68 193 49 y n n n n y y
46 65 182 51 n y n n n n n
42 70 222 46 y n n y n n y
58 69 219 50 n y y n n n n
39 68 173 66 y y y n n n y
44 64 170 60 n y n n n y y
37 70 222 50 n n n n n y y
38 71 155 59 n y n y n y n
58 61 169 44 n y n n n n n
52 72 197 45 y y n n n y n
45 68 201 49 n y n n n n n
46 74 253 44 y n n n n y y
48 67 178 68 n n n n n n n
55 65 161 45 n y n y n y y
41 68 211 68 y y y n n y n
45 73 214 48 n n n n y n n
45 66 200 53 n y n y n n n
51 70 170 73 y y n n n y n
48 71 224 65 n y n n y n y
48 68 210 69 n n n n n n n
45 57 134 65 n y n n n n n
43 61 111 57 n y n n y n y
49 63 179 49 y y n y n n n
41 66 162 71 n y n n n n n
46 74 231 71 y y n n n n n
38 72 180 46 y n n n y n n
53 67 166 68 y y n n n n n
53 69 165 59 y n n n n y n
48 68 168 48 y n n y n n n
33 65 191 71 y y n y y n n
35 69 183 51 n n n y n y y
63 71 229 50 y y n n n y y
51 67 176 59 n y n n y n n
36 70 210 59 y y y y y n n
46 69 220 58 n y n n n n n
36 70 173 57 y y n y n n y
39 69 133 46 y y y n n n n
47 67 203 82 y n n n y y y
51 67 154 49 n y n n n n n
50 68 214 50 n n y n n n n
49 71 211 50 y y n y n n n
53 67 167 66 y n y y n n y
32 65 190 71 n y n n y y y
51 69 180 73 y n y n n n y
35 65 156 51 y y y y n n n
42 64 171 69 y y n y n n n
42 71 219 49 y y n n n y y
44 65 151 69 n n y y n n y
43 68 192 69 y y n n y n y
55 68 129 69 n y y n n y n
47 68 175 47 n n n y n n y
53 68 211 52 n n y n n y n
33 67 169 71 n y y n n n y
38 68 217 75 n y n n n n n
30 61 132 72 y y n n n y y
42 72 244 58 y y n y n y n
40 67 201 56 n y n y y n n
56 67 197 67 y y y n y n y
54 73 249 49 n n n n n y y
49 62 112 54 y y n n n n n
39 65 177 74 n y n n n n n
47 70 216 74 n y n n n n n
53 63 166 59 n n n y n y n
45 72 220 65 n y n n n n n
49 68 170 67 n y n n n n n
34 68 173 49 y n n y n n y
36 68 180 68 n n n n n n n
38 65 152 65 y y y n n y y
45 77 251 71 n y n n n n n
44 77 220 49 n y n n n y n
41 71 210 45 y y y n n y y
44 75 242 47 n n n n y y y
46 73 171 57 n n y n n y n
47 69 222 47 y n n n n y y
34 67 196 50 n n n n n y y
39 68 182 68 n n y y y n y
46 64 126 67 y n n n n y n
36 68 139 58 y y n y n y n
47 69 219 63 n y n y y n y
49 74 234 65 n y n n n y y
53 74 237 65 n n y n n y n
52 70 204 69 n n n n n n y
42 70 211 47 y n n n n y y
54 64 187 62 n y n n n y n
46 69 166 45 y n n n n n n
40 77 234 62 y y y y n y n
39 68 203 49 n y n n n y n
48 71 229 67 y n n n y y y
33 68 152 59 y n y n n n n
33 67 126 68 n y n n n n y
42 61 170 60 y n n y n y n
45 70 170 70 y n y y n n y
37 62 134 71 y y y n y y y
48 66 197 70 y n n n n n n
43 68 172 54 y y y y y n y
46 69 225 46 n y n n n y y
43 63 154 74 y y n y n n n
51 58 136 62 y y n y y n n
50 68 182 64 y y n n y y n
46 68 137 69 n n n n y n y
45 68 139 65 n n n n n n n
33 70 219 74 y y n n y n y
47 71 178 68 y y n n n n n
58 68 182 47 n y n y n n y
33 70 225 68 y y y n y n y
44 70 154 54 n n n y n y n
45 75 199 41 n y n y n n y
42 71 186 66 n y n n n n n
44 68 134 60 y y n n n y n
50 67 155 50 y y n y n n n
58 66 182 75 y n n n n n n
43 67 185 61 n y y n n y n
48 70 186 50 y y n y y n y
48 70 138 60 n n n n n n n
42 67 199 57 n y n y n n n
49 65 130 71 n y n y n n n
54 66 198 54 y n n y n n n
46 65 192 50 y y n y n y y
47 78 220 68 n n y n y n y
45 67 185 73 n n n y n n y
45 69 179 70 y y y y n n y
38 70 193 66 n y y n n y n
47 68 152 54 n y y n y y n
33 68 192 63 n n n n n n n
38 70 187 47 y y n n n n n
50 65 198 51 y y n n n y y
50 70 178 59 n y n n n y n
44 64 126 61 n y n y y n n
46 68 145 57 n n y n n n n
40 68 159 47 y n n n y n n
44 69 206 49 y y n n n n n
41 65 148 46 y y n n n n n
46 64 178 50 y y n n n n n
35 69 152 54 y n n y y n n
45 68 199 53 y y n n n n n
48 62 132 73 n n y y n n n
49 66 132 63 n y n y n y n
40 68 209 61 y n n n y y n
39 69 197 72 y y y n n n n
46 73 242 44 y n n n n n n
33 66 173 58 n y n y y n n
49 73 237 52 n n n n n y y
42 64 178 52 n n n n n n n
35 68 200 62 n y n n y y n
45 67 156 62 n y y n y n y
46 66 167 59 n y n n n n n
41 68 147 57 n n n y n y n
26 64 155 69 n y y n n n y
49 68 207 44 n n n n n y y
41 68 159 70 y y y n n n y
47 74 253 70 y n y y y n y
42 68 132 76 n y n n y y y
48 64 180 46 n n n n n n y
36 69 189 47 n y n y n n y
44 69 132 42 n y n n n n n
47 70 208 70 y y n n y n y
45 60 167 52 y y n n n n n
50 67 162 50 y y n n n n n
43 65 122 65 n n n y n n n
44 68 193 50 n n n n n n n
39 71 211 49 n y n n n y y
42 63 134 68 n n y n y n y
43 67 164 65 y y n n n n n
41 65 126 58 y n n n y n n
54 70 183 41 n y n y n n y
46 66 173 69 n y n y y n y
37 68 159 55 y n n n n n n
33 64 185 70 n y n y n y n
41 68 149 68 n n n n n y n
36 59 157 52 n n n n n n n
56 70 172 80 n y n n n n n
33 70 152 60 n n y n y n n
39 65 192 78 y n n n n n n
48 65 180 58 n y n n y n n
39 72 203 62 y y n n n y n
45 67 170 55 n n n y n n y
40 67 140 66 y y n n n n n
54 66 158 78 n y y n n n y
32 61 112 63 n n n n n n n
54 60 98 62 y n n n n n n
44 68 167 41 n y n y n n y
45 66 182 81 y n n n n n n
28 70 169 49 n y n n n n n
48 68 215 56 y y n n y n n
54 68 201 51 n y n n n n n
49 78 178 61 y y n n n y n
48 68 181 55 y y y n n n n
38 72 205 71 n y y y n n y
53 68 139 61 y y n n y n n
46 71 220 44 y y n n n n n
46 69 215 54 y y n n n n n
40 69 171 77 y y n n n y n
44 67 173 71 n y n n n y n
48 64 144 56 n n y n n y y
45 69 217 61 n n n n n n n
36 65 174 58 n n y y n n n
48 69 202 82 y y y n n n y
43 71 185 50 y y y n n n n
43 72 231 74 y n n n n n y
36 77 273 51 n n n n y y y
55 74 255 74 y y n y n y n
45 70 178 56 y n y n y y n
37 66 185 64 n n y n n n n
53 65 182 51 y y n n n n n
30 66 173 52 y y n n n y n
45 68 164 70 n y y n n y n
45 70 176 66 n n y y n n n
35 67 195 56 y y n y n n n
48 67 197 52 n n n n n y y
42 69 222 60 y y y y n n n
52 65 159 45 n y y y n n y
51 68 139 43 n y n y n n y
43 72 208 68 y y n y n n n
45 71 178 51 n n y y n n y
43 74 240 43 y n n y n n n
41 68 163 75 n y y n n n y
40 70 205 47 y y n n n n n
47 70 173 64 n n y n n y y
52 72 188 74 n n n y n n n
33 69 186 65 y y n n y y n
38 68 126 48 y y n y n y n
45 76 230 51 n n y n n n n
46 64 187 71 y y n n y n y
35 68 194 59 y n n n y n n
40 65 152 60 n y n n y n n
45 68 182 69 n n y n n n y
61 73 231 51 y y y y y y n
30 63 183 50 y n y n n y y
49 70 152 49 n y y n n y y
46 61 126 66 n y y n n n y
52 68 214 72 y n n n y n y
41 67 178 65 y y n n n n y
41 68 216 78 n y n y y n y
56 63 163 54 y y n n n n n
48 70 188 68 y n n n n y y
49 66 130 70 n n n n y n y
35 67 160 49 n y n y n n y
38 72 221 75 y y y n y n y
42 61 170 72 n n n n y y y
26 65 135 64 n n y y n y n
42 68 180 68 y y n n n n n
45 66 172 53 n y n n y n n
39 68 200 72 n y y n y n y
46 68 182 66 n y y n n n y
58 64 161 43 n y n y y n y
44 68 162 69 y y y n n n y
50 64 161 67 n n n n y n n
52 72 222 73 y n y n n n n
53 71 221 68 y n n n y y y
50 72 209 69 y y n n y y n
60 62 158 63 y y n n y n y
27 69 167 66 y y n n y n n
59 72 246 51 n n n n n n n
45 71 179 45 y y y n n n n
50 67 189 42 y y n n n n n
50 60 123 46 n y n y n n y
46 75 267 48 n y n n n n n
44 68 191 71 y n n n y n y
41 66 189 49 n n n y n n y
40 68 200 48 n y n n y y y
47 73 249 70 y y n y n n n
50 66 167 68 n y y n n n y
49 70 212 70 n n n n n y y
45 67 211 68 y y n y n y n
48 75 211 44 n n n y n n y
30 63 180 76 y n n n n y n
61 68 203 71 n y n n n n n
44 67 159 50 n n n n y n n
38 68 151 51 y n n y n n y
40 68 148 60 y n n n n n n
48 67 167 72 y y y y n n n
45 65 181 74 n y n n n y n
64 68 175 44 y n n n y n n
37 68 164 75 y y n n n n n
41 65 195 40 n y n y n n y
46 63 174 65 n n n y y n n
47 67 211 52 n y n n n n n
34 67 172 61 y n y y n n y
47 65 136 57 n y n n n n n
45 66 182 68 n y y n y n n
48 70 189 48 n n n n n n n
37 65 120 50 y n n n n n n
37 65 187 47 n y n n n n n
30 69 165 54 n n n y n n y
41 67 137 45 n n n n n y n
43 64 181 66 y y n n y n y
47 63 139 41 n n n y n n y
50 70 207 50 y n n y y y y
39 76 209 49 y n n n n y n
45 66 168 73 n y n n n n n
54 63 172 68 n n y y n n n
49 74 171 57 y n n n y y n
53 68 212 51 n y n n y y y
51 73 229 76 n y n y y n y
51 55 129 62 n n n n n n n
65 66 121 43 n n n n n n n
40 71 199 52 y y y n n n n
49 67 203 70 y n n y y n y
56 63 148 58 n y n n y y n
61 64 160 55 y y n n n n n
49 73 207 69 n y y n n n n
44 74 241 42 n n n n y y y
38 69 214 50 y n n n n y y
49 68 168 74 n y y y y n y
36 68 173 50 y n n y n y y
54 72 197 67 y n n y n n n
42 65 178 56 y y n y n n n
51 69 140 63 n n n y y n n
37 67 200 55 n y y n n n n
41 70 222 45 y n n y n n n
37 63 120 60 n y y n y n n
45 62 135 68 y n n n n n n
40 66 170 74 y n y y n n y
43 68 171 51 y n n y n n y
46 63 168 59 n y n n n n y
39 72 179 60 n y y y n n n
61 67 207 67 y y n n n n n
44 67 137 75 n n n n n n n
54 67 122 52 n y n n y n n
44 61 171 40 y y n y n y y
55 66 188 52 y n n n n y y
48 67 154 77 n y n n n n n
49 64 157 52 y y n n n n n
49 60 134 67 n n n n n n n
59 68 215 52 n n y n n n n
40 61 156 53 y y n n n n n
45 70 179 52 n n n y n n y
44 62 112 62 n y n y n n n
33 67 191 53 n y n n y n n
41 72 193 74 y y n n n n n
40 61 169 77 y n n y n n n
56 61 144 70 n y y n n n y
40 68 176 55 n n n n y y n
43 66 182 71 y y n n n n n
39 62 161 66 y n y n n n n
39 70 186 79 y n y n n n y
42 64 159 74 y y n y n n n
36 68 139 59 n y y n y n n
41 65 138 47 n y n n n y y
55 70 194 53 n y n y n n y
38 65 188 76 y n n n y n y
46 61 153 58 n y n n y y y
39 68 169 50 y y y y n n y
49 59 153 52 y y y n n y n
45 66 190 67 n y n n n n n
54 70 190 70 n y y y n n y
48 74 219 49 n y n n n n n
38 62 103 60 y y n n y y n
42 69 173 46 n n n n n n n
41 71 217 72 y n n n n n n
45 69 173 58 y y n n n n n
48 63 156 42 y y n y n n y
40 59 111 74 y y y y n n y
33 68 204 54 n y y n n y y
44 72 225 55 y n n n n n y
37 71 185 71 y y y n y y y
43 68 215 62 n y n y n y n
52 66 186 49 y y n n y n n
34 55 107 77 n y n y n y n
41 63 139 72 n y y n y n y
43 68 198 48 y n n n y y y
48 64 139 50 n n n n n y y
41 70 226 46 n y n n n y y
39 61 132 48 n y n n y y y
48 61 172 42 n n n y n y n
39 69 189 53 y y n n n n n
40 73 186 62 y y n n n n n
39 68 198 77 n n n n n n n
47 68 192 70 n n n y y y y
58 65 160 59 n n n y n y n
53 72 198 50 y y n y n n y
46 71 154 64 n n n n n n n
54 65 118 52 y y n n n n n
57 66 200 71 n y n n n n n
45 69 164 55 y y n n n n n
45 62 119 72 n y n n y y n
36 68 213 50 n n y n n n y
30 75 240 50 n y n y n n n
50 70 230 70 y n y y y n y
44 67 205 74 n n n y y n y
40 71 185 50 n y y n n y y
58 67 205 63 y y n n n n n
33 65 163 60 y n y n y n n
37 67 177 50 n y n y y n y
37 68 197 70 n n n y y y y
38 68 173 50 y y y y n n y
37 67 157 62 n y n n n n n
49 75 249 54 y y y n n y n
42 72 192 50 y y y y n n y
54 59 118 51 y y y n n n n
48 75 200 45 n n n n y n n
54 67 122 72 y y y n n n n
48 73 198 43 y y n y y n y
49 66 125 56 y n n n y y n
34 75 250 74 n y n n y n y
45 60 148 53 y y n n n y n
38 69 183 70 n n n n n y n
45 71 174 63 y n y n n n n
45 67 199 50 n y n n n y y
55 66 198 73 y y n n y n n
38 68 174 70 n n n n n n n
49 65 151 71 y n n n n n n
60 63 177 86 n y n n y n y
35 68 195 70 n y n n n y n
43 74 242 50 n n n y y n n
49 74 199 46 n n n y n n y
43 71 238 76 y y n n n n n
57 62 132 55 y y n y n n y
34 70 227 76 n y n y n n n
35 66 161 74 n y y n n n y
50 66 196 52 y y n y y y y
46 69 175 77 n y y n n y y
40 68 203 51 n n n n n y y
47 65 121 69 n y y y n y n
34 67 206 70 y n y y n y y
46 69 212 69 n n n n y y y
40 75 199 44 y y n n n y n
52 67 204 70 n n y n y n y
45 64 145 60 n y y n n y n
54 71 151 63 y y y y n y n
59 71 186 49 y y n y y n n
50 67 141 59 y y n n n y n
40 70 215 45 n y n n n y y
38 70 221 64 y y y y n y n
43 67 202 52 y y n n n y n
46 67 165 63 n y y n y n y
46 63 150 62 y y n n n n n
32 70 192 63 y y y n n n y
45 60 167 50 n y n y y n y
46 67 163 50 n n n y y n y
44 70 184 48 y n n y y n y
58 67 163 71 n n n n y n n
45 67 125 56 y y n n n n n
38 64 175 62 n n y n y y n
35 74 221 49 n y n y y n y
47 77 255 70 n y n n y n y
40 68 127 70 y y n n n n n
45 72 246 74 n n n n n n n
55 69 210 43 n y n n y n n
59 72 203 50 n y n n y n n
59 67 165 76 y y n n n y n
47 65 176 47 n y n n y n n
42 68 169 63 y y y n n y y
54 70 194 52 y n n n n n n
47 66 142 48 n n n y y n n
45 69 167 52 y n n n n n n
38 67 186 54 n y n n n n n
50 71 237 67 n y y n n n y
39 68 183 51 y y y n n n y
46 67 204 63 n y n n n y y
45 66 204 55 y n n y n y y
40 70 182 64 n y n n n n n
45 68 145 50 n y n y n n y
37 68 165 46 y n n y n y y
50 70 222 62 y y n n n n n
48 73 235 68 n n n n n y n
51 71 181 59 y y n y n n y
42 67 156 52 y n n n n n n
38 69 181 52 n y n n n n n
49 63 136 57 y y y n y n n
45 68 201 43 y y n n n n n
48 74 210 53 y y n n n n n
53 67 190 52 y y y n n n n
32 70 224 69 y y n n y n n
41 68 132 59 y y y y y n n
39 68 211 69 n y n n n n n
52 67 185 66 y y n n n n n
39 76 218 71 n y y n y n y
32 70 225 49 n y y n n y y
50 72 199 75 n n y y y n y
50 67 171 44 y y n y n n y
50 70 186 50 y y n n n n n
50 68 128 58 y n n n y y n
42 75 163 60 n n n y n n y
45 66 150 67 n y n y n n n
43 67 162 52 y n n n y n n
41 70 207 50 y y n n n y y
34 70 193 44 y n n y n n y
35 66 161 62 y y y n n y y
33 63 165 72 n y y n y n n
28 65 144 45 n y y n n y n
43 69 211 42 n n n y n n n
52 64 147 86 n y y n n n y
47 68 184 51 n y n n n n n
45 67 147 67 y y n n y n y
58 70 188 52 y n n n n n n
46 68 182 47 y y n y n y n
38 70 192 54 y y n n n n n
51 63 178 54 n y n n n n n
44 71 222 56 n n n n y n n
43 64 175 45 n y y n n n n
23 64 145 70 y y n n n n n
41 72 237 64 y n n n n n n
49 68 176 55 y n n y n n y
47 64 157 70 y y n n n n n
54 71 175 48 y n n n n n n
41 68 214 70 n y n y y n y
55 58 143 45 y y n y n n y
41 68 159 43 n y n n y n n
60 71 229 55 y y n y n n n
35 68 201 50 n y n n n n n
49 71 226 77 y y n y y n y
52 68 148 56 n n n y y n n
51 68 182 69 y n n n y y n
30 71 192 51 n y n y n y y
45 68 130 71 y n y n n n y
60 66 202 47 y y n n n y y
50 68 159 46 y y y n n n n
35 75 268 51 n y n y y y y
41 66 188 57 n y n y n n n
45 66 198 46 n n n n n y y
41 71 237 56 y y n n n y y
43 68 163 53 n y y n n y n
